rank,journal_title,total_cites,impact_factor,eigen_factor
11268,PSYCHIATRIC ANNALS,674,0.264,0.00048
11271,Gaceta Medica de Mexico,316,0.263,0.00039
11271,History of Geo- and Space Sciences,14,0.263,0.00007
11271,History of Geo- and Space Sciences,14,0.263,0.00007
11271,INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,118,0.263,0.0002
11271,Pacific Focus,39,0.263,0.00017
11276,AMERICAN SPEECH,356,0.262,0.00044
11276,SOCIOLOGICKY CASOPIS-CZECH SOCIOLOGICAL REVIEW,205,0.262,0.00029
11276,Urban Design International,148,0.262,0.00027
11279,BULLETIN OF ECONOMIC RESEARCH,226,0.261,0.00063
11279,Chinese Journal of Communication,81,0.261,0.00041
11279,IEEJ Transactions on Electrical and Electronic Engineering,290,0.261,0.00089
11279,JOURNAL OF HISTORICAL SOCIOLOGY,202,0.261,0.00024
11279,Korean Journal of Horticultural Science & Technology,357,0.261,0.00037
11279,MANCHESTER SCHOOL,594,0.261,0.00096
11285,PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES,320,0.26,0.00096
11285,TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,"1,664",0.26,0.00111
11287,Contemporary Problems of Ecology,238,0.259,0.00057
11288,CHEMIE IN UNSERER ZEIT,229,0.258,0.00019
11288,CONTEMPORARY PSYCHOANALYSIS,316,0.258,0.00047
11288,Economics of Governance,212,0.258,0.00055
11288,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,171,0.258,0.00055
11288,Journal of Credit Risk,104,0.258,0.00039
11288,Journal of Water Chemistry and Technology,144,0.258,0.00019
11288,Revista Internacional de Sociologia,106,0.258,0.0002
11288,Solid Fuel Chemistry,223,0.258,0.00016
11296,International Journal of Web Services Research,93,0.257,0.00024
11296,JOURNAL OF AQUATIC PLANT MANAGEMENT,478,0.257,0.00023
11296,KOBUNSHI RONBUNSHU,268,0.257,0.00026
11296,TIDSSKRIFT FOR SAMFUNNSFORSKNING,54,0.257,0.00012
11296,Thai Journal of Veterinary Medicine,116,0.257,0.00031
11301,ADANSONIA,246,0.256,0.00027
11301,ASTRONOMY & GEOPHYSICS,134,0.256,0.0003
11301,POLYMERS & POLYMER COMPOSITES,317,0.256,0.00045
11301,Revue de Pneumologie Clinique,184,0.256,0.00023
11301,SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,146,0.256,0.00021
11306,ANNALES MEDICO-PSYCHOLOGIQUES,568,0.255,0.00051
11306,CASTANEA,360,0.255,0.00028
11306,ENDEAVOUR,389,0.255,0.0004
11306,SOUTHWESTERN NATURALIST,"1,142",0.255,0.0007
11310,Egitim ve Bilim-Education and Science,263,0.254,0.00034
11310,JAAPA-Journal of the American Academy of Physician Assistants,207,0.254,0.00041
11310,JAVNOST-THE PUBLIC,174,0.254,0.0003
11310,METAL SCIENCE AND HEAT TREATMENT,650,0.254,0.00084
11314,Geodetski Vestnik,59,0.253,0.00006
11314,History of Education,220,0.253,0.00072
11316,ALGEBRA COLLOQUIUM,339,0.252,0.00172
11316,Animal Nutrition and Feed Technology,89,0.252,0.00023
11316,ISRAELI JOURNAL OF AQUACULTURE-BAMIDGEH,339,0.252,0.00027
11319,ANTHROPOZOOLOGICA,142,0.25,0.00007
11319,Academia-Revista Latinoamericana de Administracion,53,0.25,0.00008
11319,Acta Mathematicae Applicatae Sinica-English Series,489,0.25,0.00109
11319,Agrekon,143,0.25,0.00019
11319,Anthropological Notebooks,39,0.25,0.00014
11319,Australian Journal of Guidance and Counselling,153,0.25,0.00028
11319,Austrian Journal of Forest Science,53,0.25,0.00013
11319,B E Journal of Economic Analysis & Policy,658,0.25,0.00409
11319,Boletin de Malariologia y Salud Ambiental,84,0.25,0.00016
11319,CALDASIA,261,0.25,0.00036
11319,CANADIAN HISTORICAL REVIEW,139,0.25,0.00016
11319,Ethical Perspectives,86,0.25,0.00024
11319,FORSCHUNG IM INGENIEURWESEN-ENGINEERING RESEARCH,176,0.25,0.00011
11319,Forum-A Journal of Applied Research in Contemporary Politics,133,0.25,0.00077
11319,HISTORY AND PHILOSOPHY OF LOGIC,96,0.25,0.00025
11319,International Journal of Sport Finance,123,0.25,0.00043
11319,International Review of the Red Cross,286,0.25,0.00047
11319,Journal of Risk Model Validation,52,0.25,0.00013
11319,MODELING IDENTIFICATION AND CONTROL,243,0.25,0.00019
11319,REVUE ROUMAINE DE CHIMIE,685,0.25,0.00062
11319,Revista Iberoamericana de Diagnostico y Evaluacion-e Avaliacao Psicologica,77,0.25,0.00006
11319,Sugar Industry-Zuckerindustrie,245,0.25,0.00026
11319,VIAL-Vigo International Journal of Applied Linguistics,21,0.25,0.00008
11342,KERNTECHNIK,151,0.248,0.00043
11342,Revue de Stomatologie de Chirurgie Maxillo-faciale et de Chirurgie Orale,306,0.248,0.00028
11344,HISTORY OF THE HUMAN SCIENCES,333,0.247,0.00106
11344,HISTORY OF THE HUMAN SCIENCES,333,0.247,0.00106
11344,PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,132,0.247,0.00008
11347,JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,409,0.246,0.00054
11347,MEASUREMENT TECHNIQUES,565,0.246,0.00054
11347,MINERVA BIOTECNOLOGICA,70,0.246,0.00003
11347,Saude e Sociedade,319,0.246,0.00051
11351,Econ Journal Watch,111,0.245,0.00021
11351,PEDIATRIC NEUROSURGERY,"1,737",0.245,0.00094
11351,PRAKTISCHE METALLOGRAPHIE-PRACTICAL METALLOGRAPHY,162,0.245,0.0003
11354,Applied Mathematics-A Journal of Chinese Universities Series B,159,0.244,0.00051
11354,ECONOMIST-NETHERLANDS,232,0.244,0.00033
11354,JOURNAL OF PALESTINE STUDIES,217,0.244,0.00042
11354,SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,87,0.244,0.00025
11354,Zeitschrift fur Soziologie der Erziehung und Sozialisation,52,0.244,0.00008
11359,Revista Chapingo Serie Ciencias Forestales y del Ambiente,92,0.243,0.00014
11360,CRITICAL STUDIES IN MEDIA COMMUNICATION,304,0.242,0.00057
11360,Research Journal of Biotechnology,210,0.242,0.0005
11360,Russian Meteorology and Hydrology,345,0.242,0.00045
11363,CIENCIA FLORESTAL,523,0.24,0.00115
11363,FORUM DER PSYCHOANALYSE,75,0.24,0.00022
11363,HISTORIOGRAPHIA LINGUISTICA,42,0.24,0.00012
11363,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,216,0.24,0.00047
11363,Propagation of Ornamental Plants,111,0.24,0.00017
11368,AATCC REVIEW,176,0.239,0.00016
11368,FOOD TECHNOLOGY,"1,928",0.239,0.00026
11370,Cerne,424,0.238,0.00084
11370,JOURNAL OF FAMILY HISTORY,206,0.238,0.00049
11370,Parallax,126,0.238,0.00044
11370,Revista Internacional de Andrologia,32,0.238,0.00003
11370,UNIVERSITY OF PITTSBURGH LAW REVIEW,225,0.238,0.00024
11375,Journal of Energy in Southern Africa,97,0.237,0.00019
11375,Journal of the Southern African Institute of Mining and Metallurgy,837,0.237,0.00083
11377,CESKOSLOVENSKA PSYCHOLOGIE,135,0.236,0.00006
11377,IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,"1,213",0.236,0.00253
11377,Postepy Mikrobiologii,93,0.236,0.0001
11377,RARE METAL MATERIALS AND ENGINEERING,"2,257",0.236,0.00205
11377,SILVAE GENETICA,899,0.236,0.00034
11382,Acta Endocrinologica-Bucharest,81,0.235,0.00008
11382,HUMAN STUDIES,365,0.235,0.00035
11382,POLITICA Y GOBIERNO,84,0.235,0.00012
11382,POWDER METALLURGY AND METAL CERAMICS,524,0.235,0.00043
11382,Sumarski List,100,0.235,0.00017
11387,Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry,204,0.234,0.00021
11387,JNP-Journal for Nurse Practitioners,161,0.234,0.00045
11387,JNP-Journal for Nurse Practitioners,161,0.234,0.00045
11387,JOURNAL OF THE JAPAN INSTITUTE OF METALS,856,0.234,0.00059
11387,MATHEMATICAL INTELLIGENCER,402,0.234,0.00052
11392,COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES,382,0.233,0.00045
11392,HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,220,0.233,0.00027
11392,INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS,599,0.233,0.00068
11392,LIBRARY RESOURCES & TECHNICAL SERVICES,127,0.233,0.00019
11392,Mechanics of Solids,373,0.233,0.00086
11397,Boletin de la Sociedad Argentina de Botanica,295,0.232,0.00023
11397,GAYANA BOTANICA,209,0.232,0.00022
11397,Hidrobiologica,170,0.232,0.00032
11397,Indian Journal of Hematology and Blood Transfusion,144,0.232,0.00045
11397,Journal of Contemporary Mathematical Analysis-Armenian Academy of Sciences,62,0.232,0.00029
11402,Entomologica Americana,28,0.231,0.00015
11402,Indian Journal of Gender Studies,88,0.231,0.0002
11402,Journal of Ship Production and Design,23,0.231,0.00009
11402,LUTS-Lower Urinary Tract Symptoms,59,0.231,0.00022
11406,DISSENT,164,0.23,0.00045
11406,Emerging Materials Research,72,0.23,0.00017
11406,Engenharia Agricola,563,0.23,0.00093
11409,AMERICAN BIOLOGY TEACHER,532,0.229,0.00026
11409,BUNSEKI KAGAKU,448,0.229,0.00058
11409,Bulgarian Chemical Communications,212,0.229,0.00053
11409,International Journal of Economic Theory,65,0.229,0.00046
11409,JOURNAL OF SOUTHEAST ASIAN STUDIES,225,0.229,0.00035
11409,Revista de Geografia Norte Grande,125,0.229,0.0002
11409,Revista de Geografia Norte Grande,125,0.229,0.0002
11409,Semina-Ciencias Agrarias,600,0.229,0.00174
11409,WOMEN & THERAPY,207,0.229,0.0001
11418,MILITARY LAW REVIEW,82,0.228,0.00013
11418,PHYSICS WORLD,317,0.228,0.00057
11420,CYTOLOGIA,795,0.227,0.00032
11420,Informes de la Construccion,223,0.227,0.0003
11420,OCEANIA,331,0.227,0.00022
11423,Asia Pacific Journal of Anthropology,136,0.226,0.00041
11423,BIOMEDICAL RESEARCH-INDIA,158,0.226,0.00036
11423,Berichte zur Wissenschaftsgeschichte,47,0.226,0.00021
11423,Berichte zur Wissenschaftsgeschichte,47,0.226,0.00021
11423,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,952,0.226,0.00226
11423,JAPANESE ECONOMIC REVIEW,181,0.226,0.00044
11423,Universitas Psychologica,271,0.226,0.0005
11430,Analysis Mathematica,144,0.225,0.00036
11430,Bradleya,72,0.225,0.00007
11430,Early Science and Medicine,88,0.225,0.00017
11430,JUSTICE SYSTEM JOURNAL,137,0.225,0.00021
11430,WAR IN HISTORY,83,0.225,0.00029
11435,Bariatric Surgical Practice and Patient Care,19,0.224,0.00003
11435,Bariatric Surgical Practice and Patient Care,19,0.224,0.00003
11435,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,371,0.224,0.00037
11435,RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS,241,0.224,0.00055
11435,SCOTTISH JOURNAL OF POLITICAL ECONOMY,548,0.224,0.00053
11440,ASHRAE JOURNAL,593,0.223,0.00041
11441,European Business Organization Law Review,61,0.222,0.0002
11441,Functions of Language,109,0.222,0.00011
11441,Geneva Risk and Insurance Review,46,0.222,0.00015
11441,JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,152,0.222,0.00007
11441,LABOR HISTORY,145,0.222,0.00046
11441,NATURAL RESOURCES JOURNAL,300,0.222,0.00021
11441,Netherlands Quarterly of Human Rights,45,0.222,0.00027
11441,PSYCHOANALYTIC INQUIRY,349,0.222,0.00058
11441,Revija za Kriminalistiko in Kriminologijo,74,0.222,0.00001
11441,VIE ET MILIEU-LIFE AND ENVIRONMENT,550,0.222,0.00029
11451,ARCHIVOS LATINOAMERICANOS DE NUTRICION,613,0.221,0.00038
11451,Estudios de Psicologia,79,0.221,0.00023
11451,European Law Review,99,0.221,0.00039
11451,SINGAPORE ECONOMIC REVIEW,97,0.221,0.00022
11451,Soil Mechanics and Foundation Engineering,130,0.221,0.00011
11456,Archives of Rheumatology,12,0.22,0.00003
11457,INTERCIENCIA,789,0.219,0.00087
11457,Journal of Middle East Womens Studies,80,0.219,0.00039
11457,Journal of Women Politics & Policy,80,0.219,0.00043
11457,REVISTA COLOMBIANA DE ENTOMOLOGIA,280,0.219,0.00051
11457,Spanish in Context,64,0.219,0.00016
11462,Bioscience Journal,410,0.218,0.00128
11463,Advances in Strategic Management-A Research Annual,275,0.217,0.00027
11463,International Journal of Speech Language and the Law,119,0.217,0.00018
11463,Revue Francaise d Allergologie,224,0.217,0.00014
11466,IHERINGIA SERIE ZOOLOGIA,568,0.216,0.00072
11466,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,234,0.216,0.0002
11466,Japanese Journal of Political Science,73,0.216,0.00018
11466,Journal of Policy History,88,0.216,0.00032
11466,PSYCHOLOGIA,198,0.216,0.00019
11466,Psicologia-Reflexao e Critica,284,0.216,0.00034
11472,AFINIDAD,135,0.215,0.00014
11472,AKTUELLE UROLOGIE,102,0.215,0.00015
11472,GENERATIONS-JOURNAL OF THE AMERICAN SOCIETY ON AGING,376,0.215,0.00046
11472,Hong Kong Law Journal,80,0.215,0.00012
11472,NEMATROPICA,261,0.215,0.00025
11477,ASIAN JOURNAL OF WOMENS STUDIES,41,0.214,0.00004
11477,Australian Library Journal,60,0.214,0.00012
11477,FIBRE CHEMISTRY,296,0.214,0.00014
11477,FRONTIERS-A JOURNAL OF WOMEN STUDIES,147,0.214,0.00032
11477,PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,571,0.214,0.00013
11477,Translation and Interpreting Studies,40,0.214,0.00023
11483,CRYPTOLOGIA,174,0.213,0.00008
11483,DYNAMIC SYSTEMS AND APPLICATIONS,273,0.213,0.00057
11485,AT-Automatisierungstechnik,175,0.212,0.00046
11485,HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,269,0.212,0.00023
11485,Historia Agraria,117,0.212,0.00017
11485,Inter-Asia Cultural Studies,141,0.212,0.00034
11485,Journal of Mathematical Physics Analysis Geometry,55,0.212,0.00021
11485,Journal of Victorian Culture,104,0.212,0.00023
11485,MAGYAR ALLATORVOSOK LAPJA,168,0.212,0.00009
11485,Progress in Rubber Plastics and Recycling Technology,56,0.212,0.00007
11485,Revista de Historia Industrial,89,0.212,0.00014
11494,CHEMICAL ENGINEERING,248,0.211,0.00016
11494,Turkish Journal of Biochemistry-Turk Biyokimya Dergisi,171,0.211,0.00031
11496,ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,"1,112",0.21,0.00184
11497,CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,142,0.209,0.00013
11498,CURRENT HISTORY,136,0.208,0.0004
11498,China-An International Journal,73,0.208,0.00022
11498,LIBRARY TRENDS,546,0.208,0.00025
11498,MIDDLE EASTERN STUDIES,364,0.208,0.00046
11502,INDIAN JOURNAL OF HETEROCYCLIC CHEMISTRY,363,0.207,0.00011
11502,Journal of Psychology in Africa,175,0.207,0.00037
11502,London Journal,94,0.207,0.00011
11502,Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,61,0.207,0.00013
11502,ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,21,0.207,0.00007
11507,Australian Aboriginal Studies,141,0.206,0.00018
11507,ICGA JOURNAL,65,0.206,0.0003
11507,INDOGERMANISCHE FORSCHUNGEN,58,0.206,0.00004
11507,ZHURNAL OBSHCHEI BIOLOGII,212,0.206,0.00013
11511,Bauphysik,90,0.205,0.00022
11511,RUTGERS LAW REVIEW,238,0.205,0.00019
11511,Suchttherapie,44,0.205,0.00007
11514,Diabetes Stoffwechsel und Herz,43,0.204,0.00002
11514,Russian Journal of Non-Ferrous Metals,188,0.204,0.00041
11516,INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES,109,0.203,0.00018
11516,JOURNAL OF LEGAL EDUCATION,322,0.203,0.00026
11516,REVISTA DE METALURGIA,168,0.203,0.00028
11516,Revista Espanola de Derecho Constitucional,101,0.203,0.00003
11516,VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,113,0.203,0.00016
11516,Zdravstveno Varstvo,45,0.203,0.00007
11522,AGRO FOOD INDUSTRY HI-TECH,218,0.202,0.00032
11522,Fourrages,177,0.202,0.00013
11524,Acta Cardiologica Sinica,109,0.201,0.00021
11524,Stahlbau,321,0.201,0.00088
11526,ANTHROPOS,221,0.2,0.00007
11526,AUSTRALIAN ECONOMIC PAPERS,199,0.2,0.00017
11526,Anthropology Southern Africa,41,0.2,0.00012
11526,Cepal Review,216,0.2,0.00047
11526,DENVER UNIVERSITY LAW REVIEW,142,0.2,0.0003
11526,JOURNAL OF THE COPYRIGHT SOCIETY OF THE USA,79,0.2,0.00015
11526,Johnson Matthey Technology Review,7,0.2,0.00001
11526,Journal of Modern European History,77,0.2,0.00035
11526,Linguistica Antverpiensia New Series-Themes in Translation Studies,43,0.2,0.00014
11526,NEUROPHYSIOLOGY,156,0.2,0.00023
11526,Papeles de Poblacion,122,0.2,0.00014
11526,SOLID STATE TECHNOLOGY,178,0.2,0.00014
11526,Scripta Nova-Revista Electronica de Geografia y Ciencias Sociales,201,0.2,0.00064
11526,South African Journal of Business Management,109,0.2,0.0001
11526,VOLTA REVIEW,223,0.2,0.00014
11541,Acta Scientiae Veterinariae,222,0.198,0.00044
11542,INTERVENTION IN SCHOOL AND CLINIC,235,0.197,0.00042
11542,Revista MVZ Cordoba,109,0.197,0.00022
11542,SCIENCEASIA,352,0.197,0.00057
11545,International Journal of Metalcasting,46,0.196,0.00013
11545,Neurology Asia,120,0.196,0.00028
11547,Anthropologist,183,0.195,0.00022
11547,Anthropologist,183,0.195,0.00022
11547,EUROPEAN HISTORY QUARTERLY,102,0.195,0.00036
11547,Information & Culture,25,0.195,0.00023
11547,International Journal of Heavy Vehicle Systems,94,0.195,0.00011
11547,Medycyna Weterynaryjna-Veterinary Medicine-Science and Practice,450,0.195,0.00046
11553,Hong Kong Journal of Paediatrics,69,0.194,0.00015
11553,Iberica,69,0.194,0.00016
11553,Zeitschrift fur Arznei- & Gewurzpflanzen,39,0.194,0.00003
11556,South African Journal of Psychiatry,54,0.193,0.0001
11556,South African Journal of Psychiatry,54,0.193,0.0001
11558,Revista de Estudios Sociales,86,0.192,0.00027
11559,Baltic Journal of Economics,23,0.19,0.00004
11559,Central European Journal of Medicine,208,0.19,0.00063
11559,Romanian Journal of Political Science,24,0.19,0.00004
11562,PHI DELTA KAPPAN,859,0.189,0.00124
11562,SOTSIOLOGICHESKIE ISSLEDOVANIYA,394,0.189,0.00022
11562,Ukrainian Mathematical Journal,578,0.189,0.00081
11565,Canadian Studies in Population,102,0.188,0.00025
11565,EARTH SCIENCES HISTORY,52,0.188,0.00011
11565,EARTH SCIENCES HISTORY,52,0.188,0.00011
11565,Endoskopie Heute,40,0.188,0.00008
11565,ISI Bilimi ve Teknigi Dergisi-Journal of Thermal Science and Technology,50,0.188,0.00008
11565,SOCIETY,352,0.188,0.00054
11565,South African Journal of Industrial Engineering,55,0.188,0.00012
11565,Southern African Linguistics and Applied Language Studies,119,0.188,0.00029
11573,ZKG INTERNATIONAL,158,0.187,0.00031
11574,Australian Journal of Adult Learning,82,0.186,0.00019
11574,BERLINER JOURNAL FUR SOZIOLOGIE,90,0.186,0.00015
11574,CALIFORNIA FISH AND GAME,334,0.186,0.00021
11574,Current Topics in Nutraceutical Research,106,0.186,0.0001
11574,WEST INDIAN MEDICAL JOURNAL,651,0.186,0.00119
11579,Journal of South Asian Development,39,0.185,0.00013
11579,PHYLLOMEDUSA,118,0.185,0.00024
11579,PHYSICS IN PERSPECTIVE,61,0.185,0.00017
11579,PHYSICS IN PERSPECTIVE,61,0.185,0.00017
11579,Revista de la Construccion,56,0.185,0.00009
11579,South African Journal of Economic and Management Sciences,90,0.185,0.00016
11585,Archives des Maladies Professionnelles et de l Environnement,113,0.184,0.00007
11585,British Journal of Music Education,224,0.184,0.00025
11585,International Journal of Conflict and Violence,127,0.184,0.00073
11588,ETHNOHISTORY,338,0.183,0.00034
11588,Molecular Genetics Microbiology and Virology,107,0.183,0.00016
11590,Acta Geotechnica Slovenica,32,0.182,0.00012
11590,Agrarforschung Schweiz,41,0.182,0.00013
11590,Bollettino di Storia delle Scienze Matematiche,40,0.182,0.00015
11590,International Journal of Maritime Engineering,59,0.182,0.00012
11590,JOURNAL FOR THE HISTORY OF ASTRONOMY,153,0.182,0.00034
11590,JOURNAL OF MODERN ITALIAN STUDIES,128,0.182,0.00046
11590,Journal of Applied Economics,176,0.182,0.00029
11590,TERAPEVTICHESKII ARKHIV,347,0.182,0.00044
11598,BIOPHARM INTERNATIONAL,239,0.181,0.00027
11598,INTERNATIONAL SUGAR JOURNAL,232,0.181,0.00038
11598,JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY,76,0.181,0.00025
11601,BMGN-The Low Countries Historical Review,74,0.18,0.00028
11602,JOURNAL OF VISUAL CULTURE,151,0.179,0.00064
11602,Onomazein,55,0.179,0.00014
11602,RILCE-Revista de Filologia Hispanica,38,0.179,0.00003
11602,Souls,54,0.179,0.00022
11602,War & Society,45,0.179,0.00008
11602,tm-Technisches Messen,140,0.179,0.00012
11608,JOURNAL OF URBAN HISTORY,228,0.178,0.00051
11608,Kodai Mathematical Journal,269,0.178,0.00084
11610,DRUSTVENA ISTRAZIVANJA,81,0.177,0.0001
11610,Journal of Engineering Research,14,0.177,0.00004
11612,Journal of Evidence-Based Psychotherapies,3,0.176,0.00001
11612,KARDIOLOGIYA,323,0.176,0.00023
11612,MITTEILUNGEN KLOSTERNEUBURG,60,0.176,0.00006
11612,Modern Chinese Literature and Culture,26,0.176,0
11612,Psycho-Oncologie,52,0.176,0.00003
11612,SEN-I GAKKAISHI,285,0.176,0.00013
11618,NARRATIVE INQUIRY,340,0.175,0.00043
11618,ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,185,0.175,0.00015
11620,Britain and the World,13,0.174,0.00014
11620,INDIAN JOURNAL OF ANIMAL SCIENCES,904,0.174,0.00096
11620,ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS,221,0.174,0.00037
11620,Journal of the Faculty of Engineering and Architecture of Gazi University,167,0.174,0.00019
11620,Rural History-Economy Society Culture,92,0.174,0.00028
11625,Revista Brasileira de Medicina do Esporte,494,0.173,0.00032
11626,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,912,0.172,0.00122
11626,SOCIAL COMPASS,199,0.172,0.00029
11626,Tokyo Journal of Mathematics,264,0.172,0.00052
11629,Names-A Journal of Onomastics,108,0.171,0.00013
11629,Noropsikiyatri Arsivi-Archives of Neuropsychiatry,91,0.171,0.00024
11629,Teknik Dergi,28,0.171,0.00004
11632,SOCIAL SCIENCE HISTORY,290,0.17,0.00051
11633,FUTURIST,90,0.169,0.00014
11633,Politix,150,0.169,0.00028
11635,AATCC Journal of Research,6,0.167,0.00002
11635,Competition Policy International,55,0.167,0.0002
11635,Inland Water Biology,85,0.167,0.00018
11635,Iranian Journal of Veterinary Research,172,0.167,0.00033
11635,MICROWAVE JOURNAL,268,0.167,0.00045
11635,RLA-Revista de Linguistica Teorica y Aplicada,52,0.167,0.0001
11635,Sociologus,18,0.167,0.00004
11635,TOPIA-Canadian Journal of Cultural Studies,45,0.167,0.00011
11643,MATHEMATICAL LOGIC QUARTERLY,314,0.165,0.00146
11644,B E Journal of Macroeconomics,216,0.164,0.00085
11644,IHERINGIA SERIE BOTANICA,125,0.164,0.00014
11644,REVUE D ECOLOGIE-LA TERRE ET LA VIE,309,0.164,0.00018
11644,Revista Brasileira de Politica Internacional,88,0.164,0.00018
11648,MEDICINA DELLO SPORT,140,0.163,0.00017
11649,JOURNAL OF BLACK STUDIES,440,0.162,0.00066
11649,Pratiques Psychologiques,73,0.162,0.00017
11649,Pratiques Psychologiques,73,0.162,0.00017
